entry_id,invoice_no,gateway_ref,customer_name,gross_amount,discount,tax_amount,net_amount,entry_date,account_code,posted_by,memo,status
JE-000172,INV/2026/00172,pay_MM0LTZunDhpjDk,BUNDL TECHNOLOGIES,350496.69,0.00,0.00,350496.69,08/10/2026,4613,sysuser,,posted
JE-000135,INV/2026/00135,pay_vDvsxliL6Z1wmu,URBAN COMPANY,1577.84,0.00,0.00,1577.84,07/25/2026,4321,accounts_team,,posted
JE-000282,INV/2026/00282,pay_zqSQ4xOQsCzXHD,FLIPKART INTERNET,399.00,0.00,0.00,399.00,08/19/2026,4153,accounts_team,,posted
JE-000080,INV/2026/00080,,LENSKART SOLUTIONS,2873.59,0.00,0.00,2873.59,07/30/2026,4064,accounts_team,,posted
JE-000034,INV/2026/00034,,AMAZON RETAIL,532.09,0.00,0.00,532.09,08/11/2026,4806,accounts_team,,posted
JE-000293,INV/2026/00293,,MYNTRA DESIGNS,15468.27,0.00,0.00,15468.27,08/09/2026,4528,batch_import,,posted
JE-000008,INV/2026/00008,pay_dONrGbxGUV30YP,LENSKART SOLUTIONS,999.00,0.00,0.00,999.00,08/17/2026,4309,sysuser,,posted
JE-000273,INV/2026/00273,pay_Xp5CgVtofFaOq0,ZOMATO LIMITED,4797.80,0.00,0.00,4797.80,07/31/2026,4892,batch_import,,posted
JE-000047,INV/2026/00047,pay_iZr90cMLXyoZKW,BUNDL TECHNOLOGIES,1999.00,0.00,0.00,1999.00,07/25/2026,4584,batch_import,,posted
JE-000109,INV/2026/00109,pay_B4gxgFEwugQoqZ,CUREFIT HEALTHCARE,14999.00,0.00,0.00,14999.00,08/08/2026,4439,batch_import,,posted
JE-000011,INV/2026/00011,pay_2ooqqUMOpkhwGI,AMAZON RETAIL,71.22,0.00,0.00,71.22,07/30/2026,4422,accounts_team,,posted
JE-000197,INV/2026/00197,pay_8OYyKHGBpA6WxK,LENSKART SOLUTIONS,14999.00,0.00,0.00,14999.00,08/09/2026,4120,batch_import,,posted
JE-000308,INV/2026/00308,,BIGTREE ENTERTAINMENT,12172.78,0.00,0.00,12172.78,07/24/2026,4075,sysuser,Voided entry,void
JE-000013,INV/2026/00013,pay_yfqLLrH8uEbasI,MYNTRA DESIGNS,2499.00,0.00,0.00,2499.00,08/12/2026,4669,sysuser,,posted
JE-000082,INV/2026/00082,pay_W6CtZ9vaM9vj0U,LENSKART SOLUTIONS,199.00,0.00,0.00,199.00,08/09/2026,4276,sysuser,,posted
JE-000003,INV/2026/00003,pay_ZJJJuHz1gRLIOm,URBAN COMPANY,599.00,0.00,0.00,599.00,08/07/2026,4397,accounts_team,,posted
JE-000173,INV/2026/00173,pya_jdohjwYn8GkIkC,CUREFIT HEALTHCARE,299.00,0.00,0.00,299.00,07/31/2026,4212,accounts_team,,posted
JE-000069,INV/2026/00069,,URBAN COMPANY,4999.00,0.00,0.00,4999.00,08/11/2026,4131,sysuser,,posted
JE-000289,INV/2026/00289,pay_3cvj6M0zpypRxR,FSN E-COMMERCE,3499.00,0.00,0.00,3499.00,07/26/2026,4348,accounts_team,,posted
JE-000275,INV/2026/00275,pay_DbaC9aPAgHdOwI,CUREFIT HEALTHCARE,149.00,0.00,0.00,149.00,07/27/2026,4781,batch_import,,posted
JE-000210,INV/2026/00210,,MAKEMYTRIP INDIA,1499.00,0.00,0.00,1499.00,07/28/2026,4117,sysuser,,posted
JE-000277,INV/2026/00277,,THREPSI SOLUTIONS,14999.00,0.00,0.00,14999.00,08/04/2026,4897,accounts_team,,posted
JE-000221,INV/2026/00221,pay_FP7dySK8xtaUie,AMAZON RETAIL,67133.89,0.00,0.00,67133.89,08/12/2026,4675,batch_import,,posted
JE-000081,INV/2026/00081,pay_enDEQDa9OmLdsX,THREPSI SOLUTIONS,2135.40,0.00,0.00,2135.40,08/17/2026,4716,accounts_team,,posted
JE-000257,INV/2026/00257,,ZOMATO LIMITED,9999.00,0.00,0.00,9999.00,07/25/2026,4953,sysuser,,posted
JE-000091,INV/2026/00091,pay_1T68vsuIRDOaT3,BUNDL TECHNOLOGIES,1999.00,0.00,0.00,1999.00,08/10/2026,4636,batch_import,,posted
JE-000023,INV/2026/00023,pay_KIZkDg3HrfUr1w,ZOMATO LIMITED,199.00,0.00,0.00,199.00,08/14/2026,4246,sysuser,,posted
JE-000196,INV/2026/00196,pay_fPseJuvstP05CT,DELIGHTFUL GOURMET,99.20,0.00,0.00,99.20,08/07/2026,4201,accounts_team,,posted
JE-000065,INV/2026/00065,pay_wJrq6tJ6zAbqmh,LENSKART COM,599.00,0.00,0.00,599.00,08/12/2026,4348,sysuser,,posted
JE-000315,INV/2026/00315,,INNOVATIVE RETAIL CONCEPTS,2667.45,0.00,0.00,2667.45,07/27/2026,4806,sysuser,Voided entry,void
JE-000001,INV/2026/00001,,MAKEMYTRIP INDIA,15356.13,0.00,0.00,15356.13,08/14/2026,4386,sysuser,,posted
JE-000136,INV/2026/00136,pay_ODYuAfzP6E6kZ4,MYNTRA DESIGNS,487.85,0.00,0.00,487.85,08/16/2026,4378,accounts_team,,posted
JE-000018,INV/2026/00018,pay_iQSlooUF1QxZFs,FLIPKART INTERNET,9999.00,0.00,0.00,9999.00,08/19/2026,4375,accounts_team,,posted
JE-000208,INV/2026/00208,,BIGTREE ENTERTAINMENT,12999.00,0.00,0.00,12999.00,08/07/2026,4008,sysuser,,posted
JE-000215,INV/2026/00215,pay_qmv2nfDoZtAHLq,INNOVATIVE RETAIL CONCEPTS,71945.56,0.00,0.00,71945.56,08/12/2026,4303,batch_import,,posted
JE-000041,INV/2026/00041,pya_Chn99YkpBNPQuH,AMAZON RETAIL,794.24,0.00,0.00,794.24,07/29/2026,4684,accounts_team,,posted
JE-000028,INV/2026/00028,pay_bP4LdlBaUdqgya,DELIGHTFUL GOURMET,44.96,0.00,0.00,44.96,08/20/2026,4343,sysuser,,posted
JE-000178,INV/2026/00178,pay_JGWgyd2GiAl1RY,DELIGHTFUL GOURMET,70.06,0.00,0.00,70.06,07/24/2026,4967,accounts_team,,posted
JE-000271,INV/2026/00271,pay_oYXTriI6ZWUkEP,FLIPKART INTERNET,12999.00,0.00,0.00,12999.00,07/23/2026,4640,batch_import,,posted
JE-000202,INV/2026/00202,pay_4GCAJ4G3reEgeG,AMAZON RETAIL,2559.02,0.00,0.00,2559.02,07/26/2026,4586,accounts_team,,posted
JE-000132,INV/2026/00132,pay_tEmT5wd3Gga0HX,AMAZON RETAIL,399.00,0.00,0.00,399.00,08/02/2026,4342,sysuser,,posted
JE-000142,INV/2026/00142,pay_QVj5K9jtJz4lXu,MYNTRA DESIGNS,114.50,0.00,0.00,114.50,08/08/2026,4620,batch_import,,posted
JE-000012,INV/2026/00012,pay_sok2k3gjEaFLku,URBAN COMPANY,300.59,0.00,0.00,300.59,07/24/2026,4017,batch_import,,posted
JE-000251,INV/2026/00251,pay_v1bHwR0BpAVMdJ,CUREFIT HEALTHCARE,190.01,0.00,0.00,190.01,08/06/2026,4573,accounts_team,,posted
JE-000031,INV/2026/00031,pay_ItwuEAew7lACXA,ZOMATO LIMITED,4167.32,0.00,0.00,4167.32,08/18/2026,4659,sysuser,,posted
JE-000157,INV/2026/00157,pay_bK0gGJZ5MIv54l,CUREFIT HEALTHCARE,2999.00,0.00,0.00,2999.00,08/01/2026,4562,accounts_team,,posted
JE-000222,INV/2026/00222,pay_1VM8K2YF9iQfnL,AMZN,5999.00,0.00,0.00,5999.00,08/19/2026,4840,sysuser,,posted
JE-000087,INV/2026/00087,pay_ECqyBhSV1VX9HI,ZOMATO,9999.00,0.00,0.00,9999.00,08/08/2026,4990,accounts_team,,posted
JE-000160,INV/2026/00160,,BIGTREE ENTERTAINMENT,687.92,0.00,0.00,687.92,08/17/2026,4037,batch_import,,posted
JE-000120,INV/2026/00120,pay_bDpShQCEaCoomH,MAKEMYTRIP INDIA,9999.00,0.00,0.00,9999.00,08/11/2026,4515,accounts_team,,posted
JE-000123,INV/2026/00123,pay_z7NmNFbrjZPMSc,INNOVATIVE RETAIL CONCEPTS,7999.00,0.00,0.00,7999.00,08/01/2026,4581,batch_import,,posted
JE-000261,INV/2026/00261,pya_ZM2gqNpdbbCZWF,BUNDL TECHNOLOGIES,1499.00,0.00,0.00,1499.00,08/02/2026,4631,sysuser,,posted
JE-000129,INV/2026/00129,pay_680KV0VZMoRr8X,URBAN COMPANY,3499.00,0.00,0.00,3499.00,08/03/2026,4169,accounts_team,,posted
JE-000234,INV/2026/00234,pay_s2v9vasCvv5M4c,THREPSI SOLUTIONS,225.08,0.00,0.00,225.08,08/14/2026,4288,batch_import,,posted
JE-000067,INV/2026/00067,pay_vk8o5HCa63hTgI,BUNDL TECHNOLOGIES,5281.89,0.00,0.00,5281.89,08/20/2026,4907,accounts_team,,posted
JE-000010,INV/2026/00010,,DELIGHTFUL GOURMET,499.00,0.00,0.00,499.00,07/22/2026,4214,sysuser,,posted
JE-000290,INV/2026/00290,pay_aFfdONDr2yQrUp,THREPSI SOLUTIONS,12999.00,0.00,0.00,12999.00,08/13/2026,4412,sysuser,,posted
JE-000164,INV/2026/00164,pay_XC1D2GrfyJA7kW,FLIPKART INTERNET,353520.54,0.00,0.00,353520.54,08/18/2026,4597,sysuser,,posted
JE-000090,INV/2026/00090,pay_vQBomaHbNWI1uw,AMAZON RETAIL,273889.97,0.00,0.00,273889.97,07/30/2026,4075,accounts_team,,posted
JE-000115,INV/2026/00115,pay_lUurKfg94ZEhCZ,THREPSI SOLUTIONS,4999.00,0.00,0.00,4999.00,07/29/2026,4732,sysuser,,posted
JE-000061,INV/2026/00061,pay_RNOQcZNLfZbrtQ,MYNTRA DESIGNS,6579.03,0.00,0.00,6579.03,08/21/2026,4505,batch_import,,posted
JE-000151,INV/2026/00151,pay_xaMQMYsJEKT3aB,DELIGHTFUL GOURMET,9680.77,0.00,0.00,9680.77,07/26/2026,4362,sysuser,,posted
JE-000227,INV/2026/00227,pay_oeJFxU0PHySpgf,AMAZON RETAIL,1799.00,0.00,0.00,1799.00,08/10/2026,4260,accounts_team,,posted
JE-000188,INV/2026/00188,pay_haTEckCrjvD46n,MAKEMYTRIP INDIA,7086.81,0.00,0.00,7086.81,08/14/2026,4522,batch_import,,posted
JE-000040,INV/2026/00040,pay_4TyDojTE11DRmX,THREPSI SOLUTIONS,3999.00,0.00,0.00,3999.00,08/18/2026,4061,batch_import,,posted
JE-000007,INV/2026/00007,pay_0blH7uHrf3hPZO,BUNDL TECHNOLOGIES,20.99,0.00,0.00,20.99,08/16/2026,4924,accounts_team,,posted
JE-000052,INV/2026/00052,,BUNDL TECHNOLOGIES,6563.20,0.00,0.00,6563.20,08/08/2026,4196,sysuser,,posted
JE-000035,INV/2026/00035,pay_hLpk6wHPE5Koso,BIGTREE ENTERTAINMENT,26554.01,0.00,0.00,26554.01,07/31/2026,4077,sysuser,,posted
JE-000048,INV/2026/00048,pay_KtH5cOtVfttt97,ZOMATO LIMITED,749.00,0.00,0.00,749.00,08/01/2026,4110,sysuser,,posted
JE-000228,INV/2026/00228,pay_IPhTDnTIjlf3C4,CUREFIT HEALTHCARE,1299.00,0.00,0.00,1299.00,08/01/2026,4534,sysuser,,posted
JE-000045,INV/2026/00045,pay_4iVXvUJnwPaoWy,URBAN COMPANY,14999.00,0.00,0.00,14999.00,07/30/2026,4472,accounts_team,,posted
JE-000235,INV/2026/00235,pay_eW31NbpjNw6H0u,FSN E-COMMERCE,3499.00,0.00,0.00,3499.00,07/25/2026,4193,accounts_team,,posted
JE-000149,INV/2026/00149,pay_mgBe5DOGCrARCR,ZOMATO LIMITED,355.22,0.00,0.00,355.22,08/04/2026,4917,batch_import,,posted
JE-000305,INV/2026/00305,,ZOMATO LIMITED,47590.75,0.00,0.00,47590.75,08/05/2026,4544,sysuser,Not yet posted,draft
JE-000042,INV/2026/00042,pay_negivt1VYbJ3vn,AMAZON RETAIL,5999.00,0.00,0.00,5999.00,08/09/2026,4762,sysuser,,posted
JE-000190,INV/2026/00190,pay_LlHKfBbtglrfP8,INNOVATIVE RETAIL CONCEPTS,94.61,0.00,0.00,94.61,07/26/2026,4740,sysuser,,posted
JE-000033,INV/2026/00033,pay_vyNNNx8fr4jZyu,LENSKART SOLUTIONS,215260.32,0.00,0.00,215260.32,07/26/2026,4748,sysuser,,posted
JE-000270,INV/2026/00270,,BUNDL TECHNOLOGIES,999.00,0.00,0.00,999.00,08/14/2026,4721,sysuser,,posted
JE-000071,INV/2026/00071,,LENSKART SOLUTIONS,161138.78,0.00,0.00,161138.78,08/20/2026,4787,batch_import,,posted
JE-000127,INV/2026/00127,,FSN E-COMMERCE,182.84,0.00,0.00,182.84,08/16/2026,4405,accounts_team,,posted
JE-000195,INV/2026/00195,pay_VdDFp8mxlL8IlT,THREPSI SOLUTIONS,674.74,0.00,0.00,674.74,08/13/2026,4110,batch_import,,posted
JE-000053,INV/2026/00053,pay_VWvP5F0MXgM8yy,INNOVATIVE RETAIL CONCEPTS,44676.64,0.00,0.00,44676.64,08/03/2026,4823,batch_import,,posted
JE-000116,INV/2026/00116,pay_k1CIwtQw3Aq2vc,BUNDL TECHNOLOGIES,799.00,0.00,0.00,799.00,08/09/2026,4029,accounts_team,,posted
JE-000265,INV/2026/00265,pay_hOBmH0p14LYPqy,LENSKART SOLUTIONS,127.63,0.00,0.00,127.63,07/30/2026,4357,batch_import,,posted
JE-000198,INV/2026/00198,,DELIGHTFUL GOURMET,38.05,0.00,0.00,38.05,08/20/2026,4760,batch_import,,posted
JE-000177,INV/2026/00177,pay_Sug0B3hZbr4TlJ,API HOLDINGS,17292.28,0.00,0.00,17292.28,07/27/2026,4362,batch_import,,posted
JE-000260,INV/2026/00260,pay_cnQuOZ01k1MG6l,MYNTRA DESIGNS,3499.00,0.00,0.00,3499.00,08/03/2026,4901,accounts_team,,posted
JE-000106,INV/2026/00106,pay_aZc6J8mxfhjnbP,BUNDL TECHNOLOGIES,61257.49,0.00,0.00,61257.49,07/25/2026,4458,sysuser,,posted
JE-000171,INV/2026/00171,pay_uQrdh613YZGDGs,FLIPKART INTERNET,199.00,0.00,0.00,199.00,08/12/2026,4174,batch_import,,posted
JE-000051,INV/2026/00051,pay_JPr3iugn7nPhLt,LENSKART SOLUTIONS,299.85,0.00,0.00,299.85,08/20/2026,4336,sysuser,,posted
JE-000102,INV/2026/00102,pay_ACb4D2Q0yPpzAy,AMAZON RETAIL,449.00,0.00,0.00,449.00,08/13/2026,4678,sysuser,,posted
JE-000183,INV/2026/00183,pay_eDL1b6119FnS4z,AMAZON RETAIL,1299.00,0.00,0.00,1299.00,07/29/2026,4153,accounts_team,,posted
JE-000245,INV/2026/00245,pay_QJRN31eifQ5BmR,MAKEMYTRIP INDIA,3499.00,0.00,0.00,3499.00,07/28/2026,4434,accounts_team,,posted
JE-000272,INV/2026/00272,pay_tHUp5PAPgxoMFd,DELIGHTFUL GOURMET,283.19,0.00,0.00,283.19,07/28/2026,4374,sysuser,,posted
JE-000254,INV/2026/00254,pay_tJLdBvhhkbqCHI,BMS TICKETS,3499.00,0.00,0.00,3499.00,08/03/2026,4523,batch_import,,posted
JE-000130,INV/2026/00130,pay_N9gXNX7ZJp7f3i,CUREFIT HEALTHCARE,9999.00,0.00,0.00,9999.00,07/24/2026,4581,sysuser,,posted
JE-000240,INV/2026/00240,pay_vkPwbNeQ2zLcon,LENSKART SOLUTIONS,28.12,0.00,0.00,28.12,07/26/2026,4338,batch_import,,posted
JE-000179,INV/2026/00179,pay_xFH4X5qb479TDI,FLIPKART INTERNET,4999.00,0.00,0.00,4999.00,08/15/2026,4812,sysuser,,posted
JE-000239,INV/2026/00239,pay_Pidj1fSMhsl9uB,URBAN COMPANY,1999.00,0.00,0.00,1999.00,07/23/2026,4118,batch_import,,posted
JE-000070,INV/2026/00070,pay_SIaew4O06RjLgC,MYNTRA DESIGNS,42.60,0.00,0.00,42.60,08/12/2026,4806,batch_import,,posted
JE-000230,INV/2026/00230,pay_XfcjZEjm0PDIlD,BIGTREE ENTERTAINMENT,4952.04,0.00,0.00,4952.04,08/15/2026,4602,sysuser,,posted
JE-000016,INV/2026/00016,pay_i6IFQxzdqOiRFh,BIGBASKET,399.00,0.00,0.00,399.00,08/08/2026,4395,accounts_team,,posted
JE-000154,INV/2026/00154,pay_5fmxk8Ts6aL8kN,DELIGHTFUL GOURMET,4556.68,0.00,0.00,4556.68,08/17/2026,4513,accounts_team,,posted
JE-000219,INV/2026/00219,pay_5i5ZVowKgn6Hvs,MAKEMYTRIP INDIA,749.00,0.00,0.00,749.00,07/28/2026,4129,batch_import,,posted
JE-000083,INV/2026/00083,pay_hrMoJhh1DLVdRu,MYNTRA DESIGNS,14999.00,0.00,0.00,14999.00,08/06/2026,4117,accounts_team,,posted
JE-000200,INV/2026/00200,,DELIGHTFUL GOURMET,599.00,0.00,0.00,599.00,07/23/2026,4084,sysuser,,posted
JE-000098,INV/2026/00098,pay_F7kLvg1cWtF8XJ,FSN E-COMMERCE,388.90,0.00,0.00,388.90,08/13/2026,4359,accounts_team,,posted
JE-000285,INV/2026/00285,pay_M3Wht6e4Xym8Z8,FSN E-COMMERCE,99.00,0.00,0.00,99.00,07/27/2026,4502,sysuser,,posted
JE-000032,INV/2026/00032,pay_bDdP8EtpLzGzRL,MAKEMYTRIP INDIA,799.00,0.00,0.00,799.00,07/30/2026,4145,sysuser,,posted
JE-000253,INV/2026/00253,pay_lm21aYeZsrOm8A,MYNTRA DESIGNS,13557.00,0.00,0.00,13557.00,08/04/2026,4676,batch_import,,posted
JE-000206,INV/2026/00206,pay_I8MJtJZCCixHnk,BIGTREE ENTERTAINMENT,12999.00,0.00,0.00,12999.00,08/02/2026,4208,sysuser,,posted
JE-000148,INV/2026/00148,pay_FQm2gn20uvcxk0,MYNTRA DESIGNS,599.00,0.00,0.00,599.00,08/13/2026,4090,sysuser,,posted
JE-000064,INV/2026/00064,pay_nqtQJpdaesrnA0,AMAZON RETAIL,64.57,0.00,0.00,64.57,08/07/2026,4760,batch_import,,posted
JE-000225,INV/2026/00225,,AMAZON RETAIL,19268.35,0.00,0.00,19268.35,07/22/2026,4895,sysuser,,posted
JE-000276,INV/2026/00276,pay_C1GgxZQifxLInW,CUREFIT HEALTHCARE,163.89,0.00,0.00,163.89,07/22/2026,4001,accounts_team,,posted
JE-000021,INV/2026/00021,pay_Sqxg12NDZFzyfq,MYNTRA DESIGNS,999.00,0.00,0.00,999.00,07/28/2026,4186,batch_import,,posted
JE-000118,INV/2026/00118,pay_o1OzOCUNL3CKWx,THREPSI SOLUTIONS,2555.24,0.00,0.00,2555.24,08/09/2026,4795,accounts_team,,posted
JE-000037,INV/2026/00037,pay_RGcKAjGuavi5sD,MYNTRA,699.00,0.00,0.00,699.00,07/28/2026,4351,batch_import,,posted
JE-000099,INV/2026/00099,pay_bdNjrzW2uDRP8O,THREPSI SOLUTIONS,449.00,0.00,0.00,449.00,08/17/2026,4235,batch_import,,posted
JE-000076,INV/2026/00076,pay_55nSs49Mns4Lgq,DELIGHTFUL GOURMET,69.86,0.00,0.00,69.86,08/09/2026,4644,sysuser,,posted
JE-000078,INV/2026/00078,pay_0NlgR806vGYHCd,FSN E-COMMERCE,4999.00,0.00,0.00,4999.00,07/24/2026,4744,accounts_team,,posted
